comment_id	label	confidence
39406	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
54808	NOM	[0.4444444444444444, 0.5555555555555556, 0.0, 0.0]
21498	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
42072	NO	[0.5555555555555556, 0.2222222222222222, 0.0, 0.2222222222222222]
55920	NO	[1.0, 0.0, 0.0, 0.0]
53679	NO	[1.0, 0.0, 0.0, 0.0]
17028	NO	[0.6666666666666666, 0.1111111111111111, 0.2222222222222222, 0.0]
17005	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
31084	NO	[0.6666666666666666, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
4214	NO	[0.5555555555555556, 0.4444444444444444, 0.0, 0.0]
47863	NO	[0.7777777777777778, 0.1111111111111111, 0.1111111111111111, 0.0]
35080	NO	[1.0, 0.0, 0.0, 0.0]
9116	NO	[1.0, 0.0, 0.0, 0.0]
44097	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
56312	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
23942	NO	[1.0, 0.0, 0.0, 0.0]
49022	NO	[1.0, 0.0, 0.0, 0.0]
8560	NOM	[0.0, 0.8888888888888888, 0.1111111111111111, 0.0]
45081	OFP	[0.0, 0.3333333333333333, 0.6666666666666666, 0.0]
45935	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
7989	NO	[0.6666666666666666, 0.2222222222222222, 0.1111111111111111, 0.0]
42966	OFP	[0.4444444444444444, 0.0, 0.5555555555555556, 0.0]
59633	NO	[1.0, 0.0, 0.0, 0.0]
1356	NO	[0.6666666666666666, 0.1111111111111111, 0.2222222222222222, 0.0]
26303	NO	[1.0, 0.0, 0.0, 0.0]
59658	OFP	[0.1111111111111111, 0.1111111111111111, 0.7777777777777778, 0.0]
33337	NO	[1.0, 0.0, 0.0, 0.0]
46507	OFP	[0.2222222222222222, 0.1111111111111111, 0.5555555555555556, 0.1111111111111111]
18804	OFP	[0.0, 0.0, 1.0, 0.0]
42751	NO	[0.6666666666666666, 0.1111111111111111, 0.0, 0.2222222222222222]
42805	NO	[1.0, 0.0, 0.0, 0.0]
53316	NO	[1.0, 0.0, 0.0, 0.0]
59901	NO	[1.0, 0.0, 0.0, 0.0]
226	NOM	[0.2222222222222222, 0.7777777777777778, 0.0, 0.0]
59047	NO	[1.0, 0.0, 0.0, 0.0]
41732	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
654	NO	[1.0, 0.0, 0.0, 0.0]
16943	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
30633	NOM	[0.0, 1.0, 0.0, 0.0]
16130	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
50264	NO	[0.5555555555555556, 0.2222222222222222, 0.2222222222222222, 0.0]
57395	OFP	[0.2222222222222222, 0.0, 0.7777777777777778, 0.0]
5838	NOM	[0.1111111111111111, 0.6666666666666666, 0.2222222222222222, 0.0]
53936	NO	[0.6666666666666666, 0.1111111111111111, 0.2222222222222222, 0.0]
55706	OFP	[0.2222222222222222, 0.0, 0.7777777777777778, 0.0]
32520	NO	[0.5555555555555556, 0.1111111111111111, 0.0, 0.3333333333333333]
25035	OFP	[0.0, 0.0, 1.0, 0.0]
13271	NO	[0.6666666666666666, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
54077	NO	[0.7777777777777778, 0.0, 0.1111111111111111, 0.1111111111111111]
52062	NO	[1.0, 0.0, 0.0, 0.0]
52176	NO	[1.0, 0.0, 0.0, 0.0]
51303	NO	[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]
11202	NO	[0.8888888888888888, 0.0, 0.0, 0.1111111111111111]
56145	NOM	[0.3333333333333333, 0.5555555555555556, 0.1111111111111111, 0.0]
17828	NO	[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]
18513	NOM	[0.2222222222222222, 0.6666666666666666, 0.1111111111111111, 0.0]
8989	NO	[0.8888888888888888, 0.0, 0.0, 0.1111111111111111]
34445	NO	[0.7777777777777778, 0.1111111111111111, 0.1111111111111111, 0.0]
14150	NO	[1.0, 0.0, 0.0, 0.0]
28194	NO	[0.5555555555555556, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111]
11504	OFP	[0.0, 0.0, 1.0, 0.0]
50793	NO	[0.8888888888888888, 0.0, 0.0, 0.1111111111111111]
54992	NO	[0.6666666666666666, 0.3333333333333333, 0.0, 0.0]
15370	NO	[1.0, 0.0, 0.0, 0.0]
34739	NO	[0.5555555555555556, 0.4444444444444444, 0.0, 0.0]
51395	NO	[1.0, 0.0, 0.0, 0.0]
29617	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
56997	OFG	[0.0, 0.2222222222222222, 0.1111111111111111, 0.6666666666666666]
59899	NOM	[0.3333333333333333, 0.5555555555555556, 0.1111111111111111, 0.0]
21661	NO	[0.6666666666666666, 0.3333333333333333, 0.0, 0.0]
23187	NO	[0.5555555555555556, 0.3333333333333333, 0.1111111111111111, 0.0]
35610	NO	[0.8888888888888888, 0.0, 0.0, 0.1111111111111111]
36990	NOM	[0.0, 1.0, 0.0, 0.0]
46990	NO	[1.0, 0.0, 0.0, 0.0]
17811	NO	[0.6666666666666666, 0.2222222222222222, 0.1111111111111111, 0.0]
5218	OFP	[0.1111111111111111, 0.1111111111111111, 0.7777777777777778, 0.0]
8625	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
57313	NO	[1.0, 0.0, 0.0, 0.0]
39130	NO	[0.5555555555555556, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111]
9519	NO	[1.0, 0.0, 0.0, 0.0]
16526	OFP	[0.0, 0.0, 0.8888888888888888, 0.1111111111111111]
47783	NOM	[0.2222222222222222, 0.7777777777777778, 0.0, 0.0]
42256	NO	[1.0, 0.0, 0.0, 0.0]
24840	OFP	[0.2222222222222222, 0.2222222222222222, 0.5555555555555556, 0.0]
38195	NO	[1.0, 0.0, 0.0, 0.0]
41383	OFP	[0.0, 0.2222222222222222, 0.7777777777777778, 0.0]
36230	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
51172	NO	[1.0, 0.0, 0.0, 0.0]
27952	NO	[1.0, 0.0, 0.0, 0.0]
17979	NO	[1.0, 0.0, 0.0, 0.0]
25276	NO	[0.7777777777777778, 0.1111111111111111, 0.0, 0.1111111111111111]
4958	NO	[1.0, 0.0, 0.0, 0.0]
48648	NO	[0.5555555555555556, 0.0, 0.4444444444444444, 0.0]
25229	OFP	[0.0, 0.0, 1.0, 0.0]
49254	NO	[1.0, 0.0, 0.0, 0.0]
15727	NO	[1.0, 0.0, 0.0, 0.0]
48529	NO	[1.0, 0.0, 0.0, 0.0]
16302	OFP	[0.1111111111111111, 0.1111111111111111, 0.7777777777777778, 0.0]
43608	NO	[1.0, 0.0, 0.0, 0.0]
6007	NOM	[0.2222222222222222, 0.7777777777777778, 0.0, 0.0]
32348	NO	[0.6666666666666666, 0.1111111111111111, 0.0, 0.2222222222222222]
28612	OFP	[0.0, 0.0, 1.0, 0.0]
30387	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
2344	OFP	[0.0, 0.0, 1.0, 0.0]
1118	NO	[1.0, 0.0, 0.0, 0.0]
32916	NO	[1.0, 0.0, 0.0, 0.0]
30097	NOM	[0.0, 1.0, 0.0, 0.0]
17458	NO	[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]
18209	OFP	[0.0, 0.1111111111111111, 0.8888888888888888, 0.0]
36812	NO	[1.0, 0.0, 0.0, 0.0]
17823	NO	[0.7777777777777778, 0.0, 0.0, 0.2222222222222222]
17945	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
25686	NO	[0.5555555555555556, 0.4444444444444444, 0.0, 0.0]
42202	NOM	[0.3333333333333333, 0.5555555555555556, 0.0, 0.1111111111111111]
19314	NO	[0.7777777777777778, 0.1111111111111111, 0.0, 0.1111111111111111]
5567	OFP	[0.1111111111111111, 0.0, 0.8888888888888888, 0.0]
26153	NO	[1.0, 0.0, 0.0, 0.0]
53336	NO	[0.5555555555555556, 0.0, 0.4444444444444444, 0.0]
56390	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
46426	NOM	[0.2222222222222222, 0.5555555555555556, 0.0, 0.2222222222222222]
6779	OFP	[0.2222222222222222, 0.0, 0.7777777777777778, 0.0]
1044	OFP	[0.2222222222222222, 0.2222222222222222, 0.5555555555555556, 0.0]
58789	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
52181	NO	[1.0, 0.0, 0.0, 0.0]
35965	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
39695	NO	[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]
20138	NO	[1.0, 0.0, 0.0, 0.0]
40070	NO	[1.0, 0.0, 0.0, 0.0]
21249	OFP	[0.1111111111111111, 0.1111111111111111, 0.7777777777777778, 0.0]
15474	OFP	[0.2222222222222222, 0.1111111111111111, 0.6666666666666666, 0.0]
8622	NO	[1.0, 0.0, 0.0, 0.0]
51876	OFP	[0.0, 0.1111111111111111, 0.8888888888888888, 0.0]
43357	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
28536	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
29295	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
35462	OFG	[0.2222222222222222, 0.1111111111111111, 0.0, 0.6666666666666666]
40554	NO	[0.7777777777777778, 0.0, 0.0, 0.2222222222222222]
5117	NO	[1.0, 0.0, 0.0, 0.0]
16102	NO	[1.0, 0.0, 0.0, 0.0]
52686	NO	[1.0, 0.0, 0.0, 0.0]
31950	NO	[1.0, 0.0, 0.0, 0.0]
44952	NO	[1.0, 0.0, 0.0, 0.0]
4172	NO	[0.6666666666666666, 0.1111111111111111, 0.2222222222222222, 0.0]
26814	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
8891	NO	[0.6666666666666666, 0.0, 0.2222222222222222, 0.1111111111111111]
13047	OFP	[0.3333333333333333, 0.0, 0.6666666666666666, 0.0]
49859	NOM	[0.3333333333333333, 0.6666666666666666, 0.0, 0.0]
1922	OFP	[0.2222222222222222, 0.2222222222222222, 0.5555555555555556, 0.0]
32036	NO	[0.6666666666666666, 0.3333333333333333, 0.0, 0.0]
11875	NO	[1.0, 0.0, 0.0, 0.0]
8229	NO	[1.0, 0.0, 0.0, 0.0]
17985	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
13215	NO	[0.5555555555555556, 0.1111111111111111, 0.0, 0.3333333333333333]
49864	NO	[1.0, 0.0, 0.0, 0.0]
39139	NO	[1.0, 0.0, 0.0, 0.0]
26057	OFP	[0.0, 0.0, 1.0, 0.0]
56629	OFP	[0.3333333333333333, 0.0, 0.6666666666666666, 0.0]
34398	NO	[1.0, 0.0, 0.0, 0.0]
35582	OFP	[0.3333333333333333, 0.1111111111111111, 0.5555555555555556, 0.0]
56322	NO	[0.6666666666666666, 0.0, 0.0, 0.3333333333333333]
44001	OFP	[0.2222222222222222, 0.0, 0.7777777777777778, 0.0]
36091	NO	[1.0, 0.0, 0.0, 0.0]
22331	NO	[1.0, 0.0, 0.0, 0.0]
18834	NO	[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]
14810	NO	[1.0, 0.0, 0.0, 0.0]
20995	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
43793	NOM	[0.3333333333333333, 0.5555555555555556, 0.0, 0.1111111111111111]
45588	NOM	[0.0, 0.7777777777777778, 0.1111111111111111, 0.1111111111111111]
7508	OFP	[0.1111111111111111, 0.1111111111111111, 0.7777777777777778, 0.0]
29108	NO	[1.0, 0.0, 0.0, 0.0]
53791	OFP	[0.1111111111111111, 0.0, 0.8888888888888888, 0.0]
53610	NO	[1.0, 0.0, 0.0, 0.0]
25871	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
163	NO	[0.5555555555555556, 0.1111111111111111, 0.3333333333333333, 0.0]
17284	NO	[1.0, 0.0, 0.0, 0.0]
40578	NO	[0.7777777777777778, 0.1111111111111111, 0.0, 0.1111111111111111]
2034	OFG	[0.0, 0.2222222222222222, 0.1111111111111111, 0.6666666666666666]
54627	NO	[1.0, 0.0, 0.0, 0.0]
47685	NO	[0.8888888888888888, 0.0, 0.0, 0.1111111111111111]
15215	NOM	[0.2222222222222222, 0.6666666666666666, 0.1111111111111111, 0.0]
25108	NO	[1.0, 0.0, 0.0, 0.0]
47793	NO	[1.0, 0.0, 0.0, 0.0]
26453	NO	[1.0, 0.0, 0.0, 0.0]
46771	NO	[1.0, 0.0, 0.0, 0.0]
25617	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
36721	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
46057	NO	[0.7777777777777778, 0.0, 0.1111111111111111, 0.1111111111111111]
24232	NO	[0.6666666666666666, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
6350	NOM	[0.0, 1.0, 0.0, 0.0]
24074	NO	[1.0, 0.0, 0.0, 0.0]
40708	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
55870	NO	[0.5555555555555556, 0.1111111111111111, 0.3333333333333333, 0.0]
6127	NOM	[0.2222222222222222, 0.7777777777777778, 0.0, 0.0]
15354	OFP	[0.4444444444444444, 0.0, 0.5555555555555556, 0.0]
8871	OFP	[0.2222222222222222, 0.0, 0.7777777777777778, 0.0]
31177	NOM	[0.0, 1.0, 0.0, 0.0]
38066	OFP	[0.1111111111111111, 0.0, 0.8888888888888888, 0.0]
29507	NO	[1.0, 0.0, 0.0, 0.0]
1368	NO	[1.0, 0.0, 0.0, 0.0]
47541	NOM	[0.3333333333333333, 0.6666666666666666, 0.0, 0.0]
19044	NO	[1.0, 0.0, 0.0, 0.0]
33579	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
14468	NO	[1.0, 0.0, 0.0, 0.0]
32029	OFP	[0.0, 0.0, 1.0, 0.0]
58909	OFP	[0.0, 0.0, 1.0, 0.0]
41600	NO	[0.6666666666666666, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
21600	NOM	[0.0, 1.0, 0.0, 0.0]
15509	NO	[1.0, 0.0, 0.0, 0.0]
12635	NO	[1.0, 0.0, 0.0, 0.0]
53547	NO	[1.0, 0.0, 0.0, 0.0]
32881	OFP	[0.2222222222222222, 0.2222222222222222, 0.5555555555555556, 0.0]
39170	NOM	[0.4444444444444444, 0.5555555555555556, 0.0, 0.0]
39718	NO	[1.0, 0.0, 0.0, 0.0]
46909	NO	[0.5555555555555556, 0.0, 0.4444444444444444, 0.0]
1783	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
28175	NO	[1.0, 0.0, 0.0, 0.0]
47704	NO	[0.6666666666666666, 0.3333333333333333, 0.0, 0.0]
44651	NO	[0.6666666666666666, 0.1111111111111111, 0.2222222222222222, 0.0]
26639	NOM	[0.4444444444444444, 0.5555555555555556, 0.0, 0.0]
41	OFP	[0.4444444444444444, 0.0, 0.5555555555555556, 0.0]
27164	NO	[1.0, 0.0, 0.0, 0.0]
20611	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
2525	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
32629	NO	[0.7777777777777778, 0.1111111111111111, 0.1111111111111111, 0.0]
45776	NOM	[0.1111111111111111, 0.7777777777777778, 0.1111111111111111, 0.0]
32224	NO	[0.6666666666666666, 0.1111111111111111, 0.2222222222222222, 0.0]
3956	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
36872	NO	[1.0, 0.0, 0.0, 0.0]
11305	NO	[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]
29607	NOM	[0.2222222222222222, 0.7777777777777778, 0.0, 0.0]
2316	NO	[1.0, 0.0, 0.0, 0.0]
29186	NOM	[0.2222222222222222, 0.7777777777777778, 0.0, 0.0]
51849	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
49014	OFP	[0.3333333333333333, 0.0, 0.5555555555555556, 0.1111111111111111]
3409	NO	[0.6666666666666666, 0.1111111111111111, 0.2222222222222222, 0.0]
37466	NO	[1.0, 0.0, 0.0, 0.0]
46983	NO	[1.0, 0.0, 0.0, 0.0]
38837	NO	[1.0, 0.0, 0.0, 0.0]
6293	NO	[0.5555555555555556, 0.1111111111111111, 0.3333333333333333, 0.0]
47407	NO	[1.0, 0.0, 0.0, 0.0]
15891	NO	[0.5555555555555556, 0.3333333333333333, 0.1111111111111111, 0.0]
22457	OFP	[0.2222222222222222, 0.0, 0.7777777777777778, 0.0]
18880	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
46544	OFP	[0.1111111111111111, 0.0, 0.8888888888888888, 0.0]
56510	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
7108	NO	[1.0, 0.0, 0.0, 0.0]
18199	OFP	[0.3333333333333333, 0.1111111111111111, 0.5555555555555556, 0.0]
37687	OFP	[0.2222222222222222, 0.0, 0.7777777777777778, 0.0]
25134	OFP	[0.0, 0.1111111111111111, 0.8888888888888888, 0.0]
22458	NO	[1.0, 0.0, 0.0, 0.0]
16400	NO	[1.0, 0.0, 0.0, 0.0]
7739	NOM	[0.4444444444444444, 0.5555555555555556, 0.0, 0.0]
1925	NO	[0.8888888888888888, 0.0, 0.0, 0.1111111111111111]
53588	NO	[0.5555555555555556, 0.1111111111111111, 0.3333333333333333, 0.0]
29431	NO	[1.0, 0.0, 0.0, 0.0]
41399	OFP	[0.1111111111111111, 0.1111111111111111, 0.7777777777777778, 0.0]
43589	OFP	[0.3333333333333333, 0.0, 0.6666666666666666, 0.0]
30252	NO	[1.0, 0.0, 0.0, 0.0]
35086	OFP	[0.2222222222222222, 0.0, 0.7777777777777778, 0.0]
50832	OFP	[0.0, 0.0, 0.8888888888888888, 0.1111111111111111]
12073	OFP	[0.1111111111111111, 0.0, 0.8888888888888888, 0.0]
23371	NO	[1.0, 0.0, 0.0, 0.0]
11986	NO	[0.5555555555555556, 0.0, 0.4444444444444444, 0.0]
4294	NO	[1.0, 0.0, 0.0, 0.0]
45973	NOM	[0.4444444444444444, 0.5555555555555556, 0.0, 0.0]
16901	NO	[1.0, 0.0, 0.0, 0.0]
9312	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
54206	NO	[1.0, 0.0, 0.0, 0.0]
40143	NO	[1.0, 0.0, 0.0, 0.0]
57772	NO	[1.0, 0.0, 0.0, 0.0]
11067	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
28433	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
9182	NO	[1.0, 0.0, 0.0, 0.0]
25798	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
3629	NOM	[0.0, 0.5555555555555556, 0.4444444444444444, 0.0]
2468	NO	[0.6666666666666666, 0.3333333333333333, 0.0, 0.0]
14605	OFP	[0.1111111111111111, 0.1111111111111111, 0.7777777777777778, 0.0]
1123	NO	[0.7777777777777778, 0.0, 0.0, 0.2222222222222222]
1191	NOM	[0.2222222222222222, 0.7777777777777778, 0.0, 0.0]
5345	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
50538	OFP	[0.0, 0.0, 1.0, 0.0]
20385	NOM	[0.3333333333333333, 0.5555555555555556, 0.0, 0.1111111111111111]
32995	OFP	[0.1111111111111111, 0.1111111111111111, 0.7777777777777778, 0.0]
26234	NO	[1.0, 0.0, 0.0, 0.0]
4195	NO	[0.7777777777777778, 0.1111111111111111, 0.1111111111111111, 0.0]
50162	OFG	[0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.5555555555555556]
7848	NO	[1.0, 0.0, 0.0, 0.0]
59290	NO	[1.0, 0.0, 0.0, 0.0]
38177	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
14051	NO	[1.0, 0.0, 0.0, 0.0]
7238	NO	[1.0, 0.0, 0.0, 0.0]
16370	OFP	[0.0, 0.0, 1.0, 0.0]
59916	NO	[1.0, 0.0, 0.0, 0.0]
19456	NO	[1.0, 0.0, 0.0, 0.0]
33951	OFP	[0.2222222222222222, 0.2222222222222222, 0.5555555555555556, 0.0]
44835	NO	[1.0, 0.0, 0.0, 0.0]
36204	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
10358	NO	[1.0, 0.0, 0.0, 0.0]
18888	NO	[1.0, 0.0, 0.0, 0.0]
43172	OFG	[0.1111111111111111, 0.2222222222222222, 0.0, 0.6666666666666666]
44189	NO	[0.7777777777777778, 0.0, 0.1111111111111111, 0.1111111111111111]
23459	NO	[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]
34237	NOM	[0.0, 0.6666666666666666, 0.3333333333333333, 0.0]
20378	NO	[1.0, 0.0, 0.0, 0.0]
8050	OFP	[0.1111111111111111, 0.1111111111111111, 0.5555555555555556, 0.2222222222222222]
49221	NO	[1.0, 0.0, 0.0, 0.0]
13216	OFP	[0.0, 0.0, 1.0, 0.0]
4131	NO	[1.0, 0.0, 0.0, 0.0]
14796	NO	[0.5555555555555556, 0.1111111111111111, 0.3333333333333333, 0.0]
49386	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
8245	OFP	[0.3333333333333333, 0.0, 0.6666666666666666, 0.0]
26765	NO	[0.6666666666666666, 0.0, 0.1111111111111111, 0.2222222222222222]
6441	OFP	[0.1111111111111111, 0.0, 0.8888888888888888, 0.0]
44044	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
14847	NO	[1.0, 0.0, 0.0, 0.0]
14254	NO	[1.0, 0.0, 0.0, 0.0]
880	NO	[1.0, 0.0, 0.0, 0.0]
42407	OFP	[0.0, 0.3333333333333333, 0.6666666666666666, 0.0]
32927	NO	[0.6666666666666666, 0.0, 0.0, 0.3333333333333333]
21624	NO	[0.6666666666666666, 0.2222222222222222, 0.0, 0.1111111111111111]
41945	NO	[0.7777777777777778, 0.1111111111111111, 0.1111111111111111, 0.0]
3062	NO	[0.5555555555555556, 0.1111111111111111, 0.3333333333333333, 0.0]
41511	NO	[0.5555555555555556, 0.3333333333333333, 0.0, 0.1111111111111111]
43056	NO	[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]
55177	OFP	[0.3333333333333333, 0.1111111111111111, 0.5555555555555556, 0.0]
35447	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
28231	OFP	[0.4444444444444444, 0.0, 0.5555555555555556, 0.0]
9930	NO	[1.0, 0.0, 0.0, 0.0]
2194	NO	[1.0, 0.0, 0.0, 0.0]
6819	NO	[1.0, 0.0, 0.0, 0.0]
34350	OFP	[0.0, 0.0, 1.0, 0.0]
54458	NO	[1.0, 0.0, 0.0, 0.0]
56104	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
24782	OFP	[0.2222222222222222, 0.0, 0.7777777777777778, 0.0]
42382	OFP	[0.1111111111111111, 0.3333333333333333, 0.5555555555555556, 0.0]
32783	NO	[1.0, 0.0, 0.0, 0.0]
50247	OFP	[0.1111111111111111, 0.0, 0.8888888888888888, 0.0]
46360	OFP	[0.2222222222222222, 0.0, 0.7777777777777778, 0.0]
32422	NO	[1.0, 0.0, 0.0, 0.0]
43008	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
26222	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
2399	NO	[0.5555555555555556, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111]
5298	NO	[0.6666666666666666, 0.2222222222222222, 0.0, 0.1111111111111111]
4766	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
10079	NOM	[0.0, 0.7777777777777778, 0.2222222222222222, 0.0]
18568	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
59593	NO	[1.0, 0.0, 0.0, 0.0]
12340	NO	[0.6666666666666666, 0.2222222222222222, 0.1111111111111111, 0.0]
53930	NO	[0.5555555555555556, 0.0, 0.4444444444444444, 0.0]
49248	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
55999	NO	[0.5555555555555556, 0.1111111111111111, 0.3333333333333333, 0.0]
57700	NO	[0.5555555555555556, 0.4444444444444444, 0.0, 0.0]
22830	OFP	[0.1111111111111111, 0.0, 0.8888888888888888, 0.0]
24605	NO	[1.0, 0.0, 0.0, 0.0]
19280	OFP	[0.3333333333333333, 0.1111111111111111, 0.5555555555555556, 0.0]
16927	NO	[0.8888888888888888, 0.0, 0.0, 0.1111111111111111]
700	OFP	[0.1111111111111111, 0.3333333333333333, 0.5555555555555556, 0.0]
9459	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
51396	NO	[1.0, 0.0, 0.0, 0.0]
30147	NO	[0.8888888888888888, 0.0, 0.0, 0.1111111111111111]
33070	OFP	[0.3333333333333333, 0.1111111111111111, 0.5555555555555556, 0.0]
55054	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
54599	NO	[1.0, 0.0, 0.0, 0.0]
19709	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
16947	NO	[0.7777777777777778, 0.0, 0.0, 0.2222222222222222]
38778	OFP	[0.3333333333333333, 0.0, 0.6666666666666666, 0.0]
41751	NO	[1.0, 0.0, 0.0, 0.0]
1540	NO	[1.0, 0.0, 0.0, 0.0]
1220	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
42265	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
11309	OFP	[0.4444444444444444, 0.0, 0.5555555555555556, 0.0]
1484	NO	[0.7777777777777778, 0.0, 0.1111111111111111, 0.1111111111111111]
55064	NO	[1.0, 0.0, 0.0, 0.0]
40507	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
55815	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
14322	OFP	[0.2222222222222222, 0.2222222222222222, 0.5555555555555556, 0.0]
15709	NO	[1.0, 0.0, 0.0, 0.0]
14614	OFP	[0.1111111111111111, 0.0, 0.8888888888888888, 0.0]
59711	NO	[1.0, 0.0, 0.0, 0.0]
43325	OFP	[0.2222222222222222, 0.1111111111111111, 0.6666666666666666, 0.0]
16913	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
20542	NO	[1.0, 0.0, 0.0, 0.0]
15875	NO	[1.0, 0.0, 0.0, 0.0]
22796	OFP	[0.4444444444444444, 0.0, 0.5555555555555556, 0.0]
57337	NO	[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]
38710	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
36274	NO	[1.0, 0.0, 0.0, 0.0]
20501	OFP	[0.0, 0.0, 1.0, 0.0]
54953	OFP	[0.1111111111111111, 0.1111111111111111, 0.7777777777777778, 0.0]
10908	NO	[1.0, 0.0, 0.0, 0.0]
10115	NO	[1.0, 0.0, 0.0, 0.0]
6214	OFP	[0.3333333333333333, 0.0, 0.5555555555555556, 0.1111111111111111]
47676	NO	[1.0, 0.0, 0.0, 0.0]
44891	NO	[1.0, 0.0, 0.0, 0.0]
9485	NO	[0.8888888888888888, 0.0, 0.0, 0.1111111111111111]
27435	NO	[0.7777777777777778, 0.1111111111111111, 0.1111111111111111, 0.0]
34239	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
3382	NO	[1.0, 0.0, 0.0, 0.0]
25489	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
54298	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
